370711 20 32 19 6 5 10 10 10 60 87,4 5
370723 10 10 14,5 3 10 6 7,5 4 45 53,6 3,5
359088 5 11 10,5 1 3 6 1 21,5 28,9 2
372421 12 25 8 10 8,5 10 8 44,5 62,6 4
332067 2
370760 2 0 2
357967 6 21 17 2 10 10 3 42 52,5 3,5
320066 8 33 24,5 2
370823 10 21 13 0 2 10 7 10 42 56,5 3,5
370826 13,75 21 16,5 2 10 6 6 10 50,5 67,5 4
370981 4 2 2
332475 8 20 14,5 3 10 10 37,5 50,1 3
371008 11 17 12 4 0 10 26 41,8 2
359681 1 2
371015 20 30 19 5 10 9 10 8 61 87,3 5
332197 13,25 26 13 3 10 6 1 7 40 60,5 4
372886 2
332201 5 1 5 3 0 10 18 20,9 2
371042 3,75 25 16,3 2
371046 5 13 11,5 2
360976 2
371052 2 4,5 4 0 3 4 7,5 23 21,7 2
359713 12 26 20 4 8 9 2 7,5 50,5 68,3 4
372263 7 18 10 2 8 6 6 32 43,4 2
372901 8 28 13,5 2 9 8 10 10 52,5 67,0 4
372910 11 13 16 1 10 6 7,5 4 44,5 55,6 3,5
361013 0 2
371126 14,6 11 13 3 10 6 7,5 3 42,5 56,5 3,5
372921 9 18 10,5 2 10 3 7,5 33 46,3 3
332237 0 1 2
332708 5 16 13,0 2
332264 2
359766 2 10 2
371150 6 4 2
359790 2
371164 20 23 14,5 3 10 7 7,5 10 52 76,1 4,5
373015 20 18 15,5 2 5 10 6 4 42,5 65,4 4
373224 11 16 11,5 1 10 6 3 8 39,5 52,9 3,5
371286 15 19 10,5 6 10 5 4 7 42,5 60,9 4
371287 15 21 12 0 5 7,5 0 24,5 46,5 3
371289 6,25 2
371296 18875 27 14 4 10 10 7,5 4 49,5 74,8 4,5
373268 15,25 20 16 2 10 3 7,5 0 38,5 58,3 3,5
332389 10,25 12 9 3 10 6 2 1 31 42,8 2
361231 4,75 8 2
371350 9 18 20 1 8 9 7,5 1 46,5 57,9 3,5
371303 18 26 31,0 2
373297 17,75 15 16 4 10 9 6 9 54 71,5 4,5
351756 9 2
345408 32 11 4 3 3 3 2 26 38,3 2
320506 20 27 16 5 1 8 3 10 43 70,4 4,5
361261 7,5 10 10,5 10 3 6 29,5 37,8 2
373308 8 8 2
371570 15 17 18 10 10 3 10 9 60 74,9 4,5
371580 10 38 20 4 10 10 10 10 64 83,9 5
347219 7 2
360353 10 21 8,5 3 2 6 0 2 21,5 38,9 2
371603 6,25 7 10,5 1 10 2 5 4 32,5 37,6 2
373344 15,25 20 9 2 10 6 0 1 28 49,3 3
373347 15 18 14 1 10 7 7,5 7 46,5 63,9 4
371629 8 10 13,5 3 5 21,5 31,4 2
361237 8 33 10 1 8 8 10 0 37 56,2 3,5
371632 8 40 13,5 3 10 6 6 2 40,5 62,7 4
373363 13 22 16 3 10 9 9 47 64,3 4
371638 13 8 7 1 10 6 3,5 0 27,5 40,6 2
371677 2
373387 2,25 12 2
373390 9 26 16 10 10 9 6 3 54 68,3 4
371762 7 18 7,5 3 8 4 0 22,5 35,3 2